,Time,Names,ConfirmedCases,Recovered,Deaths,Population,LandArea,MedianAge,German
361,2020-03-23,PAKISTAN,803,13,13,220892340,770880,23,Pakistan
362,2020-03-23,PANAMA,313,1,1,4314767,74340,30,Panama
363,2020-03-23,PAPUA NEW GUINEA,1,0,0,8947024,452860,22,Papua Neu-Guinea
364,2020-03-23,PARAGUAY,22,0,0,7132538,397300,26,Paraguay
365,2020-03-23,PERU,363,2,2,32971854,1280000,31,Peru
366,2020-03-23,PHILIPPINES,396,18,18,109581078,298170,26,Philippinen
367,2020-03-23,POLAND,634,13,13,37846611,306230,42,Polen
368,2020-03-23,PORTUGAL,1600,5,5,10196709,91590,46,Portugal
369,2020-03-23,PUERTO RICO,23,0,0,2860853,8870,44,Puerto Rico
370,2020-03-23,QATAR,494,33,33,2881053,11610,32,Katar
371,2020-03-23,S. KOREA,8961,3166,3166,51269185,97230,44,S. Korea
372,2020-03-23,MOLDOVA,94,2,2,4033963,32850,38,Moldawien
373,2020-03-23,REUNION,64,1,1,895312,2500,36,Réunion
374,2020-03-23,ROMANIA,433,64,64,19237691,230170,43,Rumänien
375,2020-03-23,RUSSIA,438,16,16,145934462,16376870,40,Russland
376,2020-03-23,RWANDA,19,0,0,12952218,24670,20,Rwanda
377,2020-03-23,SAINT LUCIA,2,0,0,183627,610,34,Saint Lucia
378,2020-03-23,SAINT VINCENT,1,0,0,110940,390,33,Saint Vincent
379,2020-03-23,SAMOA,0,0,0,198414,2830,22,Samoa
380,2020-03-23,SAO TOME AND PRINCIPE,0,0,0,219159,960,19,Sao Tome Und Principe
381,2020-03-23,SAUDI ARABIA,511,18,18,34813871,2149690,32,Saudi Arabien
382,2020-03-23,SENEGAL,67,5,5,16743927,192530,19,Senegal
383,2020-03-23,SERBIA,222,2,2,8737371,87460,42,Serbien
384,2020-03-23,SEYCHELLES,7,0,0,98347,460,34,Seychelles
385,2020-03-23,SIERRA LEONE,0,0,0,7976983,72180,19,Sierra Leone
386,2020-03-23,SINGAPORE,455,144,144,5850342,700,42,Singapur
387,2020-03-23,SLOVAKIA,185,7,7,5459642,48088,41,Slowakei
388,2020-03-23,SLOVENIA,414,0,0,2078938,20140,45,Slowenien
389,2020-03-23,SOLOMON ISLANDS,0,0,0,686884,27990,20,Salomon-Inseln
390,2020-03-23,SOMALIA,1,0,0,15893222,627340,17,Somalia
391,2020-03-23,S. AFRICA,274,2,2,59308690,1213090,28,Südafrika
392,2020-03-23,S. SUDAN,0,0,0,11193725,610952,19,Südsudan
393,2020-03-23,SPAIN,29909,2575,2575,46754778,498800,45,Spanien
394,2020-03-23,SRI LANKA,86,3,3,21413249,62710,34,Sri Lanka
395,2020-03-23,PALESTINE,59,17,17,5101414,6020,21,Palästina
396,2020-03-23,SUDAN,2,0,0,43849260,1765048,20,Sudan
397,2020-03-23,SURINAME,5,0,0,586632,156000,29,Suriname
398,2020-03-23,SWEDEN,1934,16,16,10099265,410340,41,Schweden
399,2020-03-23,SWITZERLAND,7724,131,131,8654622,39516,43,Schweiz
400,2020-03-23,SYRIAN ARAB REPUBLIC,1,0,0,-1,-1,-1,Syrien
401,2020-03-23,TAJIKISTAN,0,0,0,9537645,139960,22,Tajikistan
402,2020-03-23,THAILAND,721,52,52,69799978,510890,40,Thailand
403,2020-03-23,TIMOR-LESTE,1,0,0,1318445,14870,21,Timor-Leste
404,2020-03-23,TOGO,16,1,1,8278724,54390,19,Togo
405,2020-03-23,TONGA,0,0,0,105695,720,22,Tonga
406,2020-03-23,TRINIDAD AND TOBAGO,50,0,0,1399488,5130,36,Trinidad Und Tobago
407,2020-03-23,TUNISIA,75,1,1,11818619,155360,33,Tunesien
408,2020-03-23,TURKEY,1236,0,0,84339067,769630,32,Türkei
409,2020-03-23,TURKMENISTAN,0,0,0,6031200,469930,27,Turkmenistan
410,2020-03-23,UGANDA,1,0,0,45741007,199810,17,Uganda
411,2020-03-23,UKRAINE,73,1,1,43733762,579320,41,Ukraine
412,2020-03-23,UAE,153,38,38,19890402,83600,33,Vereinigte Arabische Emirate
413,2020-03-23,UNITED KINGDOM,5745,135,135,67886011,241930,40,Grossbritannien
414,2020-03-23,TANZANIA,12,0,0,59734218,885800,18,Tansania
415,2020-03-23,UNITED STATES,35226,178,178,331002651,9147420,38,Vereinigte Staaten
416,2020-03-23,US VIRGIN ISLANDS,6,0,0,-1,-1,-1,Us Jungferninseln
417,2020-03-23,URUGUAY,158,2,2,3473730,175020,36,Uruguay
418,2020-03-23,UZBEKISTAN,46,0,0,33469203,425400,28,Usbekistan
419,2020-03-23,VANUATU,0,0,0,307145,12190,21,Vanuatu
420,2020-03-23,VENEZUELA,77,15,15,28435940,882050,30,Venezuela
421,2020-03-23,VIETNAM,118,17,17,97338579,310070,32,Vietnam
422,2020-03-23,WESTERN SAHARA,0,0,0,597339,266000,28,Westsahara
423,2020-03-23,YEMEN,0,0,0,29825964,527970,20,Jemen
424,2020-03-23,ZAMBIA,3,0,0,18383955,743390,18,Sambia
425,2020-03-23,ZIMBABWE,3,0,0,14862924,386850,19,Zimbabwe
426,2020-03-23,OTHER,712,567,567,-1,-1,-1,Diamond Princess (Schiff)
427,2020-03-23,SAN MARINO,175,4,4,33931,60,-1,San Marino
428,2020-03-23,MONACO,23,1,1,39242,1,-1,Monaco
429,2020-03-23,ANDORRA,113,1,1,77265,470,-1,Andorra
430,2020-03-23,LIECHTENSTEIN,46,0,0,38128,160,-1,Liechtenstein
431,2020-03-23,FAEROE ISLANDS,115,3,3,48863,1396,-1,Färöer Inseln
432,2020-03-23,GIBRALTAR,15,2,2,33691,10,-1,Gibraltar
433,2020-03-23,VATICAN CITY,1,0,0,825,1,-1,Vatikanstadt
434,2020-03-23,SAINT BARTHELEMY,3,0,0,9877,21,-1,Saint Barthelemy
435,2020-03-23,SAINT MARTIN,5,0,0,38666,53,-1,Sankt Martin
436,2020-03-23,CAYMAN ISLAND,3,0,0,65722,240,-1,Cayman Inseln
437,2020-03-23,KOSOVO,0,0,0,1945000,-1,-1,Kosovo
438,2020-03-23,GREENLAND,4,0,0,56770,410450,-1,Grönland
439,2020-03-23,MONTSERRAT,1,0,0,4992,100,-1,Montserrat
440,2020-03-23,SINT MAARTEN,1,0,0,42876,34,-1,Alderney
441,2020-03-23,BERMUDA,6,0,0,62278,50,-1,Bermuda
442,2020-03-23,ISLE OF MAN,5,0,0,85033,570,-1,Isle Of Man
443,2020-03-23,DOMINICA,1,0,0,71986,750,-1,Dominica
444,2020-03-23,noname13,0,0,0,-1,-1,-1,Noname13
445,2020-03-23,noname14,0,0,0,-1,-1,-1,Noname14
446,2020-03-23,noname15,0,0,0,-1,-1,-1,Noname15
447,2020-03-23,noname16,0,0,0,-1,-1,-1,Noname16
448,2020-03-23,noname17,0,0,0,-1,-1,-1,Noname17
449,2020-03-23,noname18,0,0,0,-1,-1,-1,Noname18
450,2020-03-24,AFGHANISTAN,42,1,1,38928346,652860,18,Afghanistan
451,2020-03-24,ALBANIA,104,5,5,2877797,27400,36,Albanien
452,2020-03-24,ALGERIA,230,65,65,43851044,2381740,29,Algerien
453,2020-03-24,ANGOLA,3,0,0,32866272,1246700,17,Angola
454,2020-03-24,ANTIGUA AND BARBUDA,3,0,0,97929,440,34,Antigua Und Barbuda
455,2020-03-24,ARGENTINA,301,51,51,45195774,2736690,32,Argentinien
456,2020-03-24,ARMENIA,235,2,2,2963243,28470,35,Armenien
457,2020-03-24,ARUBA,12,1,1,106766,180,41,Aruba
458,2020-03-24,AUSTRALIA,2136,119,119,25499884,7682300,38,Australien
459,2020-03-24,AUSTRIA,4493,9,9,9006398,82409,43,Österreich
460,2020-03-24,AZERBAIJAN,72,10,10,10139177,82658,32,Aserbaidschan
461,2020-03-24,BAHAMAS,4,0,0,393244,10010,32,Bahamas
462,2020-03-24,BAHRAIN,377,164,164,1701575,760,32,Bahrain
463,2020-03-24,BANGLADESH,33,5,5,164689383,130170,28,Bangladesch
464,2020-03-24,BARBADOS,17,0,0,287375,430,40,Barbados
465,2020-03-24,BELARUS,81,22,22,9449323,202910,40,Weissrussland
466,2020-03-24,BELGIUM,3743,401,401,11589623,30280,42,Belgien
467,2020-03-24,BELIZE,1,0,0,397628,22810,25,Belize
468,2020-03-24,BENIN,6,0,0,12123200,112760,19,Benin
469,2020-03-24,BHUTAN,2,0,0,771608,38117,28,Bhutan
470,2020-03-24,BOLIVIA,28,0,0,11673021,1083300,26,Bolivien
471,2020-03-24,BOSNIA-HERZEGOVINA,137,2,2,3280819,51000,43,Bosnien-Herzegowina
472,2020-03-24,BOTSWANA,0,0,0,2351627,566730,24,Botswana
473,2020-03-24,BRAZIL,1924,5,5,212559417,8358140,33,Brasilien
474,2020-03-24,BRUNEI,91,2,2,437479,5270,32,Brunei
475,2020-03-24,BULGARIA,202,3,3,6948445,108560,45,Bulgarien
476,2020-03-24,BURKINA FASO,99,5,5,20903273,273600,18,Burkina Faso
477,2020-03-24,BURUNDI,0,0,0,11890784,25680,17,Burundi
478,2020-03-24,CABO VERDE,3,0,0,555987,4030,28,Kapverden
479,2020-03-24,CAMBODIA,87,2,2,16718965,176520,26,Kambodscha
480,2020-03-24,CAMEROON,56,2,2,26545863,472710,19,Kamerun
481,2020-03-24,CANADA,2091,320,320,37742154,9093510,41,Kanada
482,2020-03-24,CENTRAL AFRICAN REPUBLIC,4,0,0,4829767,622980,18,Zentralafrikanische Republik
483,2020-03-24,CHAD,4,0,0,16425864,1259200,17,Tschad
484,2020-03-24,CHANNEL ISLANDS,36,0,0,173863,190,43,Kanalinseln
485,2020-03-24,CHILE,746,11,11,19116201,743532,35,Chile
486,2020-03-24,"CHINA, Mainland",81176,73160,73160,1439323776,9388211,38,China
487,2020-03-24,HONG KONG,357,101,101,7496981,1050,45,Hongkong
488,2020-03-24,MACAU,25,10,10,649335,30,39,Macau
489,2020-03-24,TAIWAN,215,29,29,23816775,35410,42,Taiwan
490,2020-03-24,COLOMBIA,306,6,6,50882891,1109500,31,Kolumbien
491,2020-03-24,COMOROS,0,0,0,869601,1861,20,Comoros
492,2020-03-24,CONGO,4,0,0,5518087,341500,19,Kongo
493,2020-03-24,COSTA RICA,158,2,2,5094118,51060,33,Costa Rica
494,2020-03-24,COTE D'IVOIRE,25,2,2,26378274,318000,19,Elfenbeinkueste
495,2020-03-24,CROATIA,315,5,5,4105267,55960,44,Kroatien
496,2020-03-24,CUBA,40,2,2,11326616,106440,42,Kuba
497,2020-03-24,CURACAO,4,0,0,164093,444,42,Curacao
498,2020-03-24,CYPRUS,116,3,3,1207359,9240,37,Zypern
499,2020-03-24,CZECHIA,1287,7,7,-1,-1,-1,Tschechische Republik
500,2020-03-24,DPR KOREA,0,0,0,25778816,120410,35,Dpr Korea
501,2020-03-24,DR CONGO,36,0,0,89561403,2267050,17,Dr Kongo
502,2020-03-24,DENMARK,1582,3,3,5792202,42430,42,Dänemark
503,2020-03-24,DJIBOUTI,3,0,0,988000,23180,27,Djibouti
504,2020-03-24,DOMINICAN REPUBLIC,245,3,3,10847910,48320,28,Dominikanische Republik
505,2020-03-24,ECUADOR,981,3,3,17643054,248360,28,Ecuador
506,2020-03-24,EGYPT,366,68,68,102334404,995450,25,Ägypten
507,2020-03-24,EL SALVADOR,5,0,0,6486205,20720,28,El Salvador
508,2020-03-24,EQUATORIAL GUINEA,9,0,0,1402985,28050,22,Äquatorialguinea
509,2020-03-24,ERITREA,1,0,0,3546421,101000,19,Eritrea
510,2020-03-24,ESTONIA,352,4,4,1326535,42390,42,Estland
511,2020-03-24,ESWATINI,5,0,0,1160164,17200,21,Eswatini
512,2020-03-24,ETHIOPIA,12,0,0,114963588,1000000,19,Äthiopien
513,2020-03-24,FIJI,4,0,0,896445,18270,28,Fiji
514,2020-03-24,FINLAND,700,10,10,5540720,303890,43,Finnland
515,2020-03-24,FRANCE,19856,2200,2200,65273511,547557,42,Frankreich
516,2020-03-24,FRENCH GUIANA,20,6,6,298682,82200,25,Französisch-Guayana
517,2020-03-24,FRENCH POLYNESIA,23,0,0,280908,3660,34,Französisch Polynesien
518,2020-03-24,GABON,6,0,0,2225734,257670,23,Gabon
519,2020-03-24,GAMBIA,2,0,0,2416668,10120,18,Gambia
520,2020-03-24,GEORGIA,66,9,9,3989167,69490,38,Georgia
521,2020-03-24,GERMANY,32024,3203,3203,83783942,348560,46,Deutschland
522,2020-03-24,GHANA,27,0,0,31072940,227540,22,Ghana
523,2020-03-24,GREECE,695,29,29,10423054,128900,46,Griechenland
524,2020-03-24,GRENADA,1,0,0,112523,340,32,Grenada
525,2020-03-24,GUADELOUPE,62,0,0,400124,1690,44,Guadeloupe
526,2020-03-24,GUAM,29,0,0,168775,540,31,Guam
527,2020-03-24,GUATEMALA,20,0,0,17915568,107160,23,Guatemala
528,2020-03-24,GUINEA,4,0,0,13132795,245720,18,Guinea
529,2020-03-24,GUINEA-BISSAU,0,0,0,1968001,28120,19,Guinea-Bissau
530,2020-03-24,GUYANA,20,0,0,786552,196850,27,Guyana
531,2020-03-24,HAITI,6,0,0,11402528,27560,24,Haiti
532,2020-03-24,HONDURAS,30,0,0,9904607,111890,24,Honduras
533,2020-03-24,HUNGARY,187,21,21,9660351,90530,43,Ungarn
534,2020-03-24,ICELAND,588,51,51,341243,100250,37,Island
535,2020-03-24,INDIA,511,37,37,1380004385,2973190,28,Indien
536,2020-03-24,INDONESIA,579,30,30,273523615,1811570,30,Indonesien
537,2020-03-24,IRAN,23049,8376,8376,83992949,1628550,32,Iran
538,2020-03-24,IRAQ,266,62,62,40222493,434320,21,Irak
539,2020-03-24,IRELAND,1125,5,5,4937786,68890,38,Irland
540,2020-03-24,ISRAEL,1656,41,41,8655535,21640,30,Israel
541,2020-03-24,ITALY,63927,7432,7432,60461826,294140,47,Italien
542,2020-03-24,JAMAICA,21,2,2,2961167,10830,31,Jamaika
543,2020-03-24,JAPAN,1140,285,285,126476461,364555,48,Japan
544,2020-03-24,JORDAN,127,1,1,10203134,88780,24,Jordan
545,2020-03-24,KAZAKHSTAN,68,0,0,18776707,2699700,31,Kasachstan
546,2020-03-24,KENYA,16,0,0,53771296,569140,20,Kenia
547,2020-03-24,KIRIBATI,0,0,0,119449,810,23,Kiribati
548,2020-03-24,KUWAIT,189,30,30,4270571,17820,37,Kuwait
549,2020-03-24,KYRGYZSTAN,42,0,0,6524195,191800,26,Kyrgyzstan
550,2020-03-24,LAO PEOPLE'S DEMOCRATIC REPUBLIC,0,0,0,-1,-1,-1,Laos
551,2020-03-24,LATVIA,197,1,1,1886198,62200,44,Lettland
552,2020-03-24,LEBANON,267,8,8,6825445,10230,30,Libanon
553,2020-03-24,LESOTHO,0,0,0,2142249,30360,24,Lesotho
554,2020-03-24,LIBERIA,4,0,0,5057681,96320,19,Liberia
555,2020-03-24,LIBYA,0,0,0,6871292,1759540,29,Libyen
556,2020-03-24,LITHUANIA,179,1,1,2722289,62674,45,Litauen
557,2020-03-24,LUXEMBOURG,875,6,6,625978,2590,40,Luxemburg
558,2020-03-24,MADAGASCAR,17,0,0,27691018,581795,20,Madagaskar
559,2020-03-24,MALAWI,0,0,0,19129952,94280,18,Malawi
560,2020-03-24,MALAYSIA,1518,159,159,32365999,328550,30,Malaysia
561,2020-03-24,MALDIVES,13,5,5,540544,300,30,Malediven
562,2020-03-24,MALI,0,0,0,20250833,1220190,16,Mali
563,2020-03-24,MALTA,107,2,2,441543,320,43,Malta
564,2020-03-24,MARTINIQUE,53,0,0,375265,1060,47,Martinique
565,2020-03-24,MAURITANIA,2,0,0,4649658,1030700,20,Mauritanien
566,2020-03-24,MAURITIUS,36,0,0,1271768,2030,37,Mauritius
567,2020-03-24,MAYOTTE,24,0,0,272815,375,20,Mayotte
568,2020-03-24,MEXICO,367,35,35,128932753,1943950,29,Mexiko
569,2020-03-24,MICRONESIA (FED. STATES OF),0,0,0,115023,700,24,Micronesia (Fed. States Of)
570,2020-03-24,MONGOLIA,10,0,0,3278290,1553560,28,Mongolei
571,2020-03-24,MONTENEGRO,27,0,0,628066,13450,39,Montenegro
572,2020-03-24,MOROCCO,143,5,5,36910560,446300,30,Marokko
573,2020-03-24,MOZAMBIQUE,1,0,0,31255435,786380,18,Mozambique
574,2020-03-24,MYANMAR,2,0,0,54409800,653290,29,Myanmar
575,2020-03-24,NAMIBIA,4,0,0,2540905,823290,22,Namibia
576,2020-03-24,NEPAL,2,1,1,29136808,143350,25,Nepal
577,2020-03-24,NETHERLANDS,4767,2,2,17134872,33720,43,Niederlande
578,2020-03-24,NEW CALEDONIA,9,0,0,285498,18280,34,Neu-Kaledonien
579,2020-03-24,NEW ZEALAND,155,12,12,4822233,263310,38,Neuseeland
580,2020-03-24,NICARAGUA,2,0,0,6624554,120340,26,Nicaragua
581,2020-03-24,NIGER,3,0,0,24206644,1266700,15,Niger
582,2020-03-24,NIGERIA,40,2,2,206139589,910770,18,Nigeria
583,2020-03-24,N. MACEDONIA,136,1,1,2083374,25220,39,N. Mazedonien
584,2020-03-24,NORWAY,2625,6,6,5421241,365268,40,Norwegen
585,2020-03-24,OMAN,84,17,17,5106626,309500,31,Oman
586,2020-03-24,PAKISTAN,892,13,13,220892340,770880,23,Pakistan
587,2020-03-24,PANAMA,345,1,1,4314767,74340,30,Panama
588,2020-03-24,PAPUA NEW GUINEA,1,0,0,8947024,452860,22,Papua Neu-Guinea
589,2020-03-24,PARAGUAY,27,0,0,7132538,397300,26,Paraguay
590,2020-03-24,PERU,395,2,2,32971854,1280000,31,Peru
591,2020-03-24,PHILIPPINES,501,19,19,109581078,298170,26,Philippinen
592,2020-03-24,POLAND,749,13,13,37846611,306230,42,Polen
593,2020-03-24,PORTUGAL,2060,14,14,10196709,91590,46,Portugal
594,2020-03-24,PUERTO RICO,31,1,1,2860853,8870,44,Puerto Rico
595,2020-03-24,QATAR,501,33,33,2881053,11610,32,Katar
596,2020-03-24,S. KOREA,9037,3507,3507,51269185,97230,44,S. Korea
597,2020-03-24,MOLDOVA,109,2,2,4033963,32850,38,Moldawien
598,2020-03-24,REUNION,71,1,1,895312,2500,36,Réunion
599,2020-03-24,ROMANIA,576,73,73,19237691,230170,43,Rumänien
600,2020-03-24,RUSSIA,440,17,17,145934462,16376870,40,Russland
601,2020-03-24,RWANDA,36,0,0,12952218,24670,20,Rwanda
602,2020-03-24,SAINT LUCIA,3,0,0,183627,610,34,Saint Lucia
603,2020-03-24,SAINT VINCENT,1,0,0,110940,390,33,Saint Vincent
604,2020-03-24,SAMOA,0,0,0,198414,2830,22,Samoa
605,2020-03-24,SAO TOME AND PRINCIPE,0,0,0,219159,960,19,Sao Tome Und Principe
606,2020-03-24,SAUDI ARABIA,562,19,19,34813871,2149690,32,Saudi Arabien
607,2020-03-24,SENEGAL,79,8,8,16743927,192530,19,Senegal
608,2020-03-24,SERBIA,249,3,3,8737371,87460,42,Serbien
609,2020-03-24,SEYCHELLES,7,0,0,98347,460,34,Seychelles
610,2020-03-24,SIERRA LEONE,0,0,0,7976983,72180,19,Sierra Leone
611,2020-03-24,SINGAPORE,509,152,152,5850342,700,42,Singapur
612,2020-03-24,SLOVAKIA,186,7,7,5459642,48088,41,Slowakei
613,2020-03-24,SLOVENIA,442,0,0,2078938,20140,45,Slowenien
614,2020-03-24,SOLOMON ISLANDS,0,0,0,686884,27990,20,Salomon-Inseln
615,2020-03-24,SOMALIA,1,0,0,15893222,627340,17,Somalia
616,2020-03-24,S. AFRICA,402,4,4,59308690,1213090,28,Südafrika
617,2020-03-24,S. SUDAN,0,0,0,11193725,610952,19,Südsudan
618,2020-03-24,SPAIN,35136,3355,3355,46754778,498800,45,Spanien
619,2020-03-24,SRI LANKA,97,3,3,21413249,62710,34,Sri Lanka
620,2020-03-24,PALESTINE,59,17,17,5101414,6020,21,Palästina
621,2020-03-24,SUDAN,2,0,0,43849260,1765048,20,Sudan
622,2020-03-24,SURINAME,6,0,0,586632,156000,29,Suriname
623,2020-03-24,SWEDEN,2059,16,16,10099265,410340,41,Schweden
624,2020-03-24,SWITZERLAND,8795,131,131,8654622,39516,43,Schweiz
625,2020-03-24,SYRIAN ARAB REPUBLIC,1,0,0,-1,-1,-1,Syrien
626,2020-03-24,TAJIKISTAN,0,0,0,9537645,139960,22,Tajikistan
627,2020-03-24,THAILAND,827,57,57,69799978,510890,40,Thailand
628,2020-03-24,TIMOR-LESTE,1,0,0,1318445,14870,21,Timor-Leste
629,2020-03-24,TOGO,18,1,1,8278724,54390,19,Togo
630,2020-03-24,TONGA,0,0,0,105695,720,22,Tonga
631,2020-03-24,TRINIDAD AND TOBAGO,52,0,0,1399488,5130,36,Trinidad Und Tobago
632,2020-03-24,TUNISIA,89,1,1,11818619,155360,33,Tunesien
633,2020-03-24,TURKEY,1549,0,0,84339067,769630,32,Türkei
634,2020-03-24,TURKMENISTAN,0,0,0,6031200,469930,27,Turkmenistan
635,2020-03-24,UGANDA,9,0,0,45741007,199810,17,Uganda
636,2020-03-24,UKRAINE,73,1,1,43733762,579320,41,Ukraine
637,2020-03-24,UAE,198,41,41,19890402,83600,33,Vereinigte Arabische Emirate
638,2020-03-24,UNITED KINGDOM,6726,135,135,67886011,241930,40,Grossbritannien
639,2020-03-24,TANZANIA,12,0,0,59734218,885800,18,Tansania
640,2020-03-24,UNITED STATES,46455,333,333,331002651,9147420,38,Vereinigte Staaten
641,2020-03-24,US VIRGIN ISLANDS,17,0,0,-1,-1,-1,Us Jungferninseln
642,2020-03-24,URUGUAY,162,2,2,3473730,175020,36,Uruguay
643,2020-03-24,UZBEKISTAN,49,0,0,33469203,425400,28,Usbekistan
644,2020-03-24,VANUATU,0,0,0,307145,12190,21,Vanuatu
645,2020-03-24,VENEZUELA,84,15,15,28435940,882050,30,Venezuela
646,2020-03-24,VIETNAM,123,17,17,97338579,310070,32,Vietnam
647,2020-03-24,WESTERN SAHARA,0,0,0,597339,266000,28,Westsahara
648,2020-03-24,YEMEN,0,0,0,29825964,527970,20,Jemen
649,2020-03-24,ZAMBIA,3,0,0,18383955,743390,18,Sambia
650,2020-03-24,ZIMBABWE,3,0,0,14862924,386850,19,Zimbabwe
651,2020-03-24,OTHER,712,587,587,-1,-1,-1,Diamond Princess (Schiff)
652,2020-03-24,SAN MARINO,187,4,4,33931,60,-1,San Marino
653,2020-03-24,MONACO,23,1,1,39242,1,-1,Monaco
654,2020-03-24,ANDORRA,133,1,1,77265,470,-1,Andorra
655,2020-03-24,LIECHTENSTEIN,51,0,0,38128,160,-1,Liechtenstein
656,2020-03-24,FAEROE ISLANDS,118,23,23,48863,1396,-1,Färöer Inseln
657,2020-03-24,GIBRALTAR,15,5,5,33691,10,-1,Gibraltar
658,2020-03-24,VATICAN CITY,1,0,0,825,1,-1,Vatikanstadt
659,2020-03-24,SAINT BARTHELEMY,3,0,0,9877,21,-1,Saint Barthelemy
660,2020-03-24,SAINT MARTIN,8,0,0,38666,53,-1,Sankt Martin
661,2020-03-24,CAYMAN ISLAND,5,0,0,65722,240,-1,Cayman Inseln
662,2020-03-24,KOSOVO,0,0,0,1945000,-1,-1,Kosovo
663,2020-03-24,GREENLAND,4,0,0,56770,410450,-1,Grönland
664,2020-03-24,MONTSERRAT,1,0,0,4992,100,-1,Montserrat
665,2020-03-24,SINT MAARTEN,2,0,0,42876,34,-1,Alderney
666,2020-03-24,BERMUDA,6,0,0,62278,50,-1,Bermuda
667,2020-03-24,ISLE OF MAN,13,0,0,85033,570,-1,Isle Of Man
668,2020-03-24,DOMINICA,2,0,0,71986,750,-1,Dominica
669,2020-03-24,TURKS AND CAICOS,1,0,0,38717,950,-1,Turks-Und Caicosinseln
670,2020-03-24,noname14,0,0,0,-1,-1,-1,Noname14
671,2020-03-24,noname15,0,0,0,-1,-1,-1,Noname15
672,2020-03-24,noname16,0,0,0,-1,-1,-1,Noname16
673,2020-03-24,noname17,0,0,0,-1,-1,-1,Noname17
674,2020-03-24,noname18,0,0,0,-1,-1,-1,Noname18
675,2020-03-25,AFGHANISTAN,74,1,1,38928346,652860,18,Afghanistan
676,2020-03-25,ALBANIA,123,10,10,2877797,27400,36,Albanien
677,2020-03-25,ALGERIA,264,65,65,43851044,2381740,29,Algerien
678,2020-03-25,ANGOLA,3,0,0,32866272,1246700,17,Angola
679,2020-03-25,ANTIGUA AND BARBUDA,3,0,0,97929,440,34,Antigua Und Barbuda
680,2020-03-25,ARGENTINA,387,52,52,45195774,2736690,32,Argentinien
681,2020-03-25,ARMENIA,265,16,16,2963243,28470,35,Armenien
682,2020-03-25,ARUBA,17,1,1,106766,180,41,Aruba
683,2020-03-25,AUSTRALIA,2318,119,119,25499884,7682300,38,Australien
684,2020-03-25,AUSTRIA,5265,9,9,9006398,82409,43,Österreich
685,2020-03-25,AZERBAIJAN,87,10,10,10139177,82658,32,Aserbaidschan
686,2020-03-25,BAHAMAS,5,1,1,393244,10010,32,Bahamas
687,2020-03-25,BAHRAIN,392,177,177,1701575,760,32,Bahrain
688,2020-03-25,BANGLADESH,39,7,7,164689383,130170,28,Bangladesch
689,2020-03-25,BARBADOS,18,0,0,287375,430,40,Barbados
690,2020-03-25,BELARUS,81,22,22,9449323,202910,40,Weissrussland
691,2020-03-25,BELGIUM,4269,410,410,11589623,30280,42,Belgien
692,2020-03-25,BELIZE,1,0,0,397628,22810,25,Belize
693,2020-03-25,BENIN,6,0,0,12123200,112760,19,Benin
694,2020-03-25,BHUTAN,2,0,0,771608,38117,28,Bhutan
695,2020-03-25,BOLIVIA,32,0,0,11673021,1083300,26,Bolivien
696,2020-03-25,BOSNIA-HERZEGOVINA,168,2,2,3280819,51000,43,Bosnien-Herzegowina
697,2020-03-25,BOTSWANA,0,0,0,2351627,566730,24,Botswana
698,2020-03-25,BRAZIL,2247,5,5,212559417,8358140,33,Brasilien
699,2020-03-25,BRUNEI,104,2,2,437479,5270,32,Brunei
700,2020-03-25,BULGARIA,220,3,3,6948445,108560,45,Bulgarien
701,2020-03-25,BURKINA FASO,114,7,7,20903273,273600,18,Burkina Faso
702,2020-03-25,BURUNDI,0,0,0,11890784,25680,17,Burundi
703,2020-03-25,CABO VERDE,3,0,0,555987,4030,28,Kapverden
704,2020-03-25,CAMBODIA,93,4,4,16718965,176520,26,Kambodscha
705,2020-03-25,CAMEROON,66,2,2,26545863,472710,19,Kamerun
706,2020-03-25,CANADA,2795,185,185,37742154,9093510,41,Kanada
707,2020-03-25,CENTRAL AFRICAN REPUBLIC,4,0,0,4829767,622980,18,Zentralafrikanische Republik
708,2020-03-25,CHAD,4,0,0,16425864,1259200,17,Tschad
709,2020-03-25,CHANNEL ISLANDS,36,0,0,173863,190,43,Kanalinseln
710,2020-03-25,CHILE,922,17,17,19116201,743532,35,Chile
711,2020-03-25,"CHINA, Mainland",81219,73650,73650,1439323776,9388211,38,China
712,2020-03-25,HONG KONG,387,102,102,7496981,1050,45,Hongkong
713,2020-03-25,MACAU,29,10,10,649335,30,39,Macau
714,2020-03-25,TAIWAN,216,29,29,23816775,35410,42,Taiwan
715,2020-03-25,COLOMBIA,378,6,6,50882891,1109500,31,Kolumbien
716,2020-03-25,COMOROS,0,0,0,869601,1861,20,Comoros
717,2020-03-25,CONGO,4,0,0,5518087,341500,19,Kongo
718,2020-03-25,COSTA RICA,177,2,2,5094118,51060,33,Costa Rica
719,2020-03-25,COTE D'IVOIRE,73,2,2,26378274,318000,19,Elfenbeinkueste
720,2020-03-25,CROATIA,382,16,16,4105267,55960,44,Kroatien
721,2020-03-25,CUBA,48,2,2,11326616,106440,42,Kuba
722,2020-03-25,CURACAO,6,3,3,164093,444,42,Curacao
723,2020-03-25,CYPRUS,124,3,3,1207359,9240,37,Zypern
724,2020-03-25,CZECH REPUBLIC,1394,10,10,10708981,77240,43,Tschechien
